Virtual_Realm,Operator,DSC_Peer,Hostname,SCTP_IP,Pingable,WorkMode,Customer_Contact
,Spark New Zealand Trading Limited,SPARK-MDR-MME_0004,0004-diamproxy.mdr-sgmm01.epc.mnc005.mcc530.3gppnetwork.org,"222.153.223.202,222.153.223.203",YES,Active,Darren.Douglas@spark.co.nz;Rolando.Natividad@spark.co.nz;Rob.Dixon3@telecom.co.nz;Andrew.Best@telecom.co.nz;Lori.Belmonte@telecom.co.nz;Brendan.Keohane@telecom.co.nz;nsc@spark.co.nz;noc-coreteam@spark.co.nz;Darren.Douglas@spark.co.nz;Lori.Belmonte@spark.co.nz;Denise.Apostolakis@spark.co.nz;Andrew.bluck@spark.co.nz;roamingteam@spark.co.nz;Emily.Dillon@spark.co.nz;Lenka.Wagenknechtova@spark.co.nz
,Spark New Zealand Trading Limited,SPARK-MDR-MME_0005,0005-diamproxy.mdr-sgmm01.epc.mnc005.mcc530.3gppnetwork.org,"222.153.223.202,222.153.223.203",YES,Active,Darren.Douglas@spark.co.nz;Rolando.Natividad@spark.co.nz;Rob.Dixon3@telecom.co.nz;Andrew.Best@telecom.co.nz;Lori.Belmonte@telecom.co.nz;Brendan.Keohane@telecom.co.nz;nsc@spark.co.nz;noc-coreteam@spark.co.nz;Darren.Douglas@spark.co.nz;Lori.Belmonte@spark.co.nz;Denise.Apostolakis@spark.co.nz;Andrew.bluck@spark.co.nz;roamingteam@spark.co.nz;Emily.Dillon@spark.co.nz;Lenka.Wagenknechtova@spark.co.nz
,Spark New Zealand Trading Limited,Spark-mod-sgmm01-0002,0002-diamproxy.mod-sgmm01.epc.mnc099.mcc530.3gppnetwork.org,"210.55.108.20,210.55.108.21",YES,Active,Darren.Douglas@spark.co.nz;Rolando.Natividad@spark.co.nz;Rob.Dixon3@telecom.co.nz;Andrew.Best@telecom.co.nz;Lori.Belmonte@telecom.co.nz;Brendan.Keohane@telecom.co.nz;nsc@spark.co.nz;noc-coreteam@spark.co.nz;Darren.Douglas@spark.co.nz;Lori.Belmonte@spark.co.nz;Denise.Apostolakis@spark.co.nz;Andrew.bluck@spark.co.nz;roamingteam@spark.co.nz;Emily.Dillon@spark.co.nz;Lenka.Wagenknechtova@spark.co.nz
,Spark New Zealand Trading Limited,Spark-mod-sgmm01-0003,0003-diamproxy.mod-sgmm01.epc.mnc099.mcc530.3gppnetwork.org,"210.55.108.20,210.55.108.21",YES,Active,Darren.Douglas@spark.co.nz;Rolando.Natividad@spark.co.nz;Rob.Dixon3@telecom.co.nz;Andrew.Best@telecom.co.nz;Lori.Belmonte@telecom.co.nz;Brendan.Keohane@telecom.co.nz;nsc@spark.co.nz;noc-coreteam@spark.co.nz;Darren.Douglas@spark.co.nz;Lori.Belmonte@spark.co.nz;Denise.Apostolakis@spark.co.nz;Andrew.bluck@spark.co.nz;roamingteam@spark.co.nz;Emily.Dillon@spark.co.nz;Lenka.Wagenknechtova@spark.co.nz
spark-new-dea,Spark New Zealand Trading Limited,Spark_DEA_MDR,mdr-dsc01.epc.mnc005.mcc530.3gppnetwork.org,"222.153.223.214,222.153.223.215",YES,Active,Darren.Douglas@spark.co.nz;Rolando.Natividad@spark.co.nz;Rob.Dixon3@telecom.co.nz;Andrew.Best@telecom.co.nz;Lori.Belmonte@telecom.co.nz;Brendan.Keohane@telecom.co.nz;nsc@spark.co.nz;noc-coreteam@spark.co.nz;Darren.Douglas@spark.co.nz;Lori.Belmonte@spark.co.nz;Denise.Apostolakis@spark.co.nz;Andrew.bluck@spark.co.nz;roamingteam@spark.co.nz;Emily.Dillon@spark.co.nz;Lenka.Wagenknechtova@spark.co.nz
spark-new-dea,Spark New Zealand Trading Limited,Spark_DEA_PRO,pro-dsc01.epc.mnc005.mcc530.3gppnetwork.org,"222.153.223.183,222.153.223.184",YES,Active,Darren.Douglas@spark.co.nz;Rolando.Natividad@spark.co.nz;Rob.Dixon3@telecom.co.nz;Andrew.Best@telecom.co.nz;Lori.Belmonte@telecom.co.nz;Brendan.Keohane@telecom.co.nz;nsc@spark.co.nz;noc-coreteam@spark.co.nz;Darren.Douglas@spark.co.nz;Lori.Belmonte@spark.co.nz;Denise.Apostolakis@spark.co.nz;Andrew.bluck@spark.co.nz;roamingteam@spark.co.nz;Emily.Dillon@spark.co.nz;Lenka.Wagenknechtova@spark.co.nz
epc.mnc120.mcc310.3gppnetwork.org,Sprint PCS,sprint_lenxks_dra_01,rmng-lenxks-dra-01.rmng.sprint.net,68.28.222.164,YES,Active,Jason.c.Yosick@sprint.com;LTE-configs@sprint.com;Tamra.Pinson@sprint.com;Aaron.X.Phillips@sprint.com;vanessa.martinez@sprint.com;Michael.J.Wirick@sprint.com;Keith.W.Blais@sprint.com
epc.mnc120.mcc310.3gppnetwork.org,Sprint PCS,sprint_rstnva_dra_01,rmng-rstnva-dra-01.rmng.sprint.net,68.28.201.164,YES,Active,Jason.c.Yosick@sprint.com;LTE-configs@sprint.com;Tamra.Pinson@sprint.com;Aaron.X.Phillips@sprint.com;vanessa.martinez@sprint.com;Michael.J.Wirick@sprint.com;Keith.W.Blais@sprint.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-arcticbay-mme01,arcticbay-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.34,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-arviat-mme01,arviat-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.42,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-bakerlake-mme01,bakerlake-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.50,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-cambridgebay-mme01,cambridgebay-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.58,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-capedorset-mme01,capedorset-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.66,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-chesterfieldinlet-mme01,chesterfieldinlet-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.74,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-clyderiver-mme01,clyderiver-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.82,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-coralharbour-mme01,coralharbour-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.90,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-cuba-mme01,cuba-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.250,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-gjoahaven-mme01,gjoahaven-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.98,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-grisefiord-mme01,grisefiord-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.106,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-gslt-knta-lte-hss,gslt-knta-lte-hss.epc.mnc480.mcc302.3gppnetwork.org,"96.46.47.28,96.46.47.29",YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-hallbeach-mme01,hallbeach-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.114,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-igloolik-mme01,igloolik-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.122,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-iqaluit-mme01,iqaluit-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.130,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-kimmirut-mme01,kimmirut-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.138,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-kugaaruk-mme01,kugaaruk-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.146,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-kugluktuk-mme01,kugluktuk-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.154,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-najuaat-mme01,najuaat-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.170,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-pangnirtung-mme01,pangnirtung-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.162,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-pondinlet-mme01,pondinlet-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.178,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-qikiqtarjuaq-mme01,qikiqtarjuaq-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.186,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-rankininlet-mme01,rankininlet-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.194,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-sanikiluaq-mme01,sanikiluaq-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.210,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-taloyoak-mme01,taloyoak-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.218,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
epc.mnc480.mcc302.3gppnetwork.org,SSi Micro LTD,ssi-whalecove-mme01,whalecove-mme01.epc.mnc480.mcc302.3gppnetwork.org,96.46.47.226,YES,Active,roaming@ssimicro.com;abdua@ssimicro.com;noc@ssimicro.com
starhome,Spark New Zealand Trading Limited,Starhome-da1-IPN,starhome-da1.epc.mnc005.mcc530.3gppnetwork.org,"195.242.174.86,195.242.174.119",1448,Active,Darren.Douglas@spark.co.nz;Rolando.Natividad@spark.co.nz;Rob.Dixon3@telecom.co.nz;Andrew.Best@telecom.co.nz;Lori.Belmonte@telecom.co.nz;Brendan.Keohane@telecom.co.nz;nsc@spark.co.nz;noc-coreteam@spark.co.nz;Darren.Douglas@spark.co.nz;Lori.Belmonte@spark.co.nz;Denise.Apostolakis@spark.co.nz;Andrew.bluck@spark.co.nz;roamingteam@spark.co.nz;Emily.Dillon@spark.co.nz;Lenka.Wagenknechtova@spark.co.nz
starhome,Spark New Zealand Trading Limited,Starhome-da2-IPN,starhome-da2.epc.mnc005.mcc530.3gppnetwork.org,"195.242.174.87,195.242.174.120",1448,Active,Darren.Douglas@spark.co.nz;Rolando.Natividad@spark.co.nz;Rob.Dixon3@telecom.co.nz;Andrew.Best@telecom.co.nz;Lori.Belmonte@telecom.co.nz;Brendan.Keohane@telecom.co.nz;nsc@spark.co.nz;noc-coreteam@spark.co.nz;Darren.Douglas@spark.co.nz;Lori.Belmonte@spark.co.nz;Denise.Apostolakis@spark.co.nz;Andrew.bluck@spark.co.nz;roamingteam@spark.co.nz;Emily.Dillon@spark.co.nz;Lenka.Wagenknechtova@spark.co.nz
epc.mnc005.mcc525.3gppnetwork.org,StarHub,StarHub-shmobile01-DEA,shmobile01.epc.mnc005.mcc525.3gppnetwork.org,203.116.249.252,YES,Active,nmc@starhub.com;mnoc@starhub.com;gprsroaming@starhub.com
epc.mnc001.mcc420.3gppnetwork.org,STC,STC-DAJG-DEA,dajg01.dea.epc.mnc001.mcc420.3gppnetwork.org,"212.215.134.46,212.215.134.62",YES,Active,dimitri.repinec@syniverse.com;Ireg@stc.com.sa;nncc@stc.com.sa;zshaikh@stc.com.sa;Sjbr@stc.com.sa;rwalialrahman.c@stc.com.sa;dsr.stc@gizasystems.com;wjallal@stc.com.sa;ZIqbal.c@stc.com.sa;kserhani@stc.com.sa;melbakary.c@stc.com.sa;maboelrouss.c@stc.com.sa;zshaikh@stc.com.sa;Sjbr@stc.com.sa;rwalialrahman.c@stc.com.sa;dsr.stc@gizasystems.com;NNCC@stc.com.sa;IREG@stc.com.sa;;maboelrouss.c@stc.com.sa
epc.mnc001.mcc420.3gppnetwork.org,STC,STC-DARG-DEA,darg01.dea.epc.mnc001.mcc420.3gppnetwork.org,"212.215.134.14,212.215.134.30",Yes,Active,dimitri.repinec@syniverse.com;Ireg@stc.com.sa;nncc@stc.com.sa;zshaikh@stc.com.sa;Sjbr@stc.com.sa;rwalialrahman.c@stc.com.sa;dsr.stc@gizasystems.com;wjallal@stc.com.sa;ZIqbal.c@stc.com.sa;kserhani@stc.com.sa;melbakary.c@stc.com.sa;maboelrouss.c@stc.com.sa;zshaikh@stc.com.sa;Sjbr@stc.com.sa;rwalialrahman.c@stc.com.sa;dsr.stc@gizasystems.com;NNCC@stc.com.sa;IREG@stc.com.sa;;maboelrouss.c@stc.com.sa
rinawireless.com,Strata Network USA,Strata-rsvlt-dea,dea-rsvlt.rinawireless.com,"69.55.96.130,69.55.96.162",YES,Active,switch@stratanetworks.com;mmurphy@stratanetworks.com
rinawireless.com,Strata Network USA,Strata-rsvlt-vh-dea,vh-dea-rsvlt.rinawireless.com,"69.55.96.134,69.55.96.166",YES,Active,switch@stratanetworks.com;mmurphy@stratanetworks.com
rinawireless.com,Strata Network USA,Strata-vrnl-dea,dea-vrnl.rinawireless.com,"69.55.96.138,69.55.96.170",YES,Active,switch@stratanetworks.com;mmurphy@stratanetworks.com
rinawireless.com,Strata Network USA,Strata-vrnl-vh-dea,vh-dea-vrnl.rinawireless.com,"69.55.96.142,69.55.96.174",YES,Active,switch@stratanetworks.com;mmurphy@stratanetworks.com
epc.mnc002.mcc228.3gppnetwork.org,Sunrise Switzerland,Sunrise-alts01sps01,alts01sps01.epc.mnc002.mcc228.3gppnetwork.org,194.230.149.1,YES,Active,aaron.pearce@sunrise.net;flavio.gargiulo@sunrise.net;ana.stevoska@sunrise.net;Tino.Gadient@sunrise.net;chiara.bruno@sunrise.net;DSS_Route_Provision@syniverse.com;ts-dss@syniverse.com;ro_fo_core_vas@gsc.huawei.com;milen.hristov@huawei.com;roldan.duran@huawei.com;Haris.Hafeez@sunrise.net
epc.mnc002.mcc228.3gppnetwork.org,Sunrise Switzerland,Sunrise-walb01sps01,walb01sps01.epc.mnc002.mcc228.3gppnetwork.org,194.230.149.129,YES,Active,aaron.pearce@sunrise.net;flavio.gargiulo@sunrise.net;ana.stevoska@sunrise.net;Tino.Gadient@sunrise.net;chiara.bruno@sunrise.net;DSS_Route_Provision@syniverse.com;ts-dss@syniverse.com;ro_fo_core_vas@gsc.huawei.com;milen.hristov@huawei.com;roldan.duran@huawei.com;Haris.Hafeez@sunrise.net
sybase,Sybase Peering Hub,sybase-dra1,dra01.sybase.ipx,178.248.225.129,YES,Active,roamingrequest@sap.com  ;gemma.suberviola@sap.com ;michael.van.veen@sap.com;OperatorServices.NOC@sap.com;harsha.appuhami.ralalage@sap.com;siaw.huey.tan@sap.com;Benjamin.Wilson@sap.com
sybase,Sybase Peering Hub,sybase-dra2,dra02.sybase.ipx,178.248.225.130,YES,Active,roamingrequest@sap.com  ;gemma.suberviola@sap.com ;michael.van.veen@sap.com;OperatorServices.NOC@sap.com;harsha.appuhami.ralalage@sap.com;siaw.huey.tan@sap.com;Benjamin.Wilson@sap.com
sybase-ap,Sybase Peering Hub,sybase-sg-dra1,dra01.sg.sybase.ipx,178.248.225.225,YES,Active,roamingrequest@sap.com  ;gemma.suberviola@sap.com ;michael.van.veen@sap.com;OperatorServices.NOC@sap.com;harsha.appuhami.ralalage@sap.com;siaw.huey.tan@sap.com;Benjamin.Wilson@sap.com
sybase-ap,Sybase Peering Hub,sybase-sg-dra2,dra02.sg.sybase.ipx, 178.248.225.226,YES,Active,roamingrequest@sap.com  ;gemma.suberviola@sap.com ;michael.van.veen@sap.com;OperatorServices.NOC@sap.com;harsha.appuhami.ralalage@sap.com;siaw.huey.tan@sap.com;Benjamin.Wilson@sap.com
chi-a-dal-a,S9 NA CHI DRA,Syn-Chicago-DRA,dp01-chi.syniverse.com,"205.174.191.6,205.174.191.22",YES,Active,s9-lte-na-prov@syniverse.com;TTAC page SS7 Support team18134553420;assign INC to NW-Support-SS7
chi-a-dal-a,S9 NA DAL DRA,Syn-Dallas-DRA,dp01-dal.syniverse.com,205.174.191.38;205.174.191.54,YES,Active,s9-lte-na-prov@syniverse.com;TTAC page SS7 Support team18134553420;assign INC to NW-Support-SS7
epc.mnc170.mcc311.3gppnetwork.org,Tampnet,Tampnet-dea1,dea01.epc.mnc170.mcc311.3gppnetwork.org;transport=sctp,"199.16.211.130,199.16.211.131",YES,Active,support@tampnet.com;roamingstaff@tampnet.com
,TATA Communications Peer,tata_mttdsxdra3,mttdsxdra3.tatacomm.ipxnetwork.org,"209.58.58.52,209.58.58.84",,,Roaming@tatacommunications.com;mobilecustomer.service@tatacommunications.com  
,TATA Communications Peer,tata_tttdsxdra3,tttdsxdra3.tatacomm.ipxnetwork.org,"209.58.59.52,209.58.59.84",,,Roaming@tatacommunications.com;mobilecustomer.service@tatacommunications.com  
mnc007.mcc240.3gppnetwork.org,Tele2 peering,Tele2-avk6-dea,avk6-dea-1a.mnc007.mcc240.3gppnetwork.org,"193.216.123.128,193.216.123.129",YES,Active,mariola.knapik@tele2.com;DEA@Tele2.com;plannedworks@tele2.com;International.Roaming@Tele2.com
mnc007.mcc240.3gppnetwork.org,Tele2 peering,Tele2-hgd-dea,hgd-dea-1a.mnc007.mcc240.3gppnetwork.org,"193.216.123.130,193.216.123.131",YES,Active,mariola.knapik@tele2.com;DEA@Tele2.com;plannedworks@tele2.com;International.Roaming@Tele2.com
epc.mnc004.mcc744.3gppnetwork.org,Telecel Paraguay,Telecel-BODEA,dea-bo00.epc.mnc004.mcc744.3gppnetwork.org,"181.40.64.42,181.40.64.50",YES,Active,sergio.sispanov@tigo.net.py;Victor.Blasser@tigo.net.py;Ivan.Fagundi@tigo.net.py;GRP_NOC_Mobile@tigo.net.py
epc.mnc004.mcc744.3gppnetwork.org,Telecel Paraguay,Telecel-VEDEA,dea-ve00.epc.mnc004.mcc744.3gppnetwork.org,"181.40.64.26,181.40.64.34",YES,Active,sergio.sispanov@tigo.net.py;Victor.Blasser@tigo.net.py;Ivan.Fagundi@tigo.net.py;GRP_NOC_Mobile@tigo.net.py
spn28834.ipxsp.org,TelecomAustria DSS Peer,TelekomAustria-ifad-DRA,lfad-tag-dxa-02.spn28834.ipxsp.org,"213.157.140.53,213.157.140.61",YES,Active,LTE.signalling@a1telekom.at;grx@telekom.at;znk.mcsc@telekom.at;roman.waditschatka@a1telekom.at
spn28834.ipxsp.org,TelecomAustria DSS Peer,TelekomAustria-wars-DRA,wars-tag-dxa-01.spn28834.ipxsp.org,"213.157.140.21,213.157.140.29",YES,Active,LTE.signalling@a1telekom.at;grx@telekom.at;znk.mcsc@telekom.at;roman.waditschatka@a1telekom.at
signal.teliasonera.ipxnetwork.org,TeliaSonera Peer Hub,teliacarrier_dea2,dea2.signal.teliasonera.ipxnetwork.org,"80.239.164.129, 80.239.164.193",YES,Active,Voice-Roaming@teliasonera.com;sourav.mandal@teliasonera.com;matti.lehto@teliasonera.com;mobile-provisioning@teliacompany.com
signal.teliasonera.ipxnetwork.org,TeliaSonera Peer Hub,teliacarrier_dea2b,dea2b.signal.teliasonera.ipxnetwork.org,"80.239.164.194, 80.239.164.130",YES,Active,Voice-Roaming@teliasonera.com;sourav.mandal@teliasonera.com;matti.lehto@teliasonera.com;mobile-provisioning@teliacompany.com
signal.teliasonera.ipxnetwork.org,TeliaSonera Peer Hub,teliasonera_dea1,dea1.signal.teliasonera.ipxnetwork.org,"80.239.164.1,80.239.164.65",YES,Active,Voice-Roaming@teliasonera.com;sourav.mandal@teliasonera.com;matti.lehto@teliasonera.com;mobile-provisioning@teliacompany.com
signal.teliasonera.ipxnetwork.org,TeliaSonera Peer Hub,teliasonera_dea1b,dea1b.signal.teliasonera.ipxnetwork.org,"80.239.164.2,80.239.164.66",YES,Active,Voice-Roaming@teliasonera.com;sourav.mandal@teliasonera.com;matti.lehto@teliasonera.com;mobile-provisioning@teliacompany.com
telin.3gppnetwork.org,Telkomsel,Telin-BTM-DSC,dsc.telinbtm.3gppnetwork.org,103.26.93.38,YES,Active,ireg-l@telkomsel.co.id;roaming-l@telkomsel.co.id;ashfahani_M_Darissalam@telkomsel.co.id;parjono@telkomsel.co.id;Dwi_Wulandari@telkomsel.co.id;Doni.ismondo@telin.co.id;yudie@telin.co.id;noc@telin.co.id;;fajar.ramadhan@telin.co.id;derry@telin.co.id;fajrims@telin.co.id ;willy@telin.co.id;dco@telin.co.id
telin.3gppnetwork.org,Telkomsel,Telin-HKG-DSC,dsc.telinhkg.3gppnetwork.org,103.26.93.162,YES,Active,ireg-l@telkomsel.co.id;roaming-l@telkomsel.co.id;ashfahani_M_Darissalam@telkomsel.co.id;parjono@telkomsel.co.id;Dwi_Wulandari@telkomsel.co.id;Doni.ismondo@telin.co.id;yudie@telin.co.id;noc@telin.co.id;;fajar.ramadhan@telin.co.id;derry@telin.co.id;fajrims@telin.co.id ;willy@telin.co.id;dco@telin.co.id
epc.mnc007.mcc639.3gppnetwork.org,Telkom Kenya,Telkom-Kenya-hwhssmm-HSS,hwhssmm.epc.mnc007.mcc639.3gppnetwork.org,"62.24.97.193,62.24.97.194",YES,Active,
epc.mnc007.mcc639.3gppnetwork.org,Telkom Kenya,Telkom-Kenya-hwhsswl-HSS,hwhsswl.epc.mnc007.mcc639.3gppnetwork.org,"62.24.97.185,62.24.97.186",YES,Active,
,Telkom Kenya,Telkom-Kenya-tknbmme02-MME,tknbmme02.epc.mnc007.mcc639.3gppnetwork.org,"62.24.97.176,62.24.97.177",YES,Active,
,Telkom Kenya,Telkom-Kenya-tknbmme03-MME,tknbmme03.epc.mnc007.mcc639.3gppnetwork.org,"62.24.97.180,62.24.97.181",YES,Active,
dra.ipx.telstra-global.3gppnetwork.org,Telstra DSS Peer,telstra_hkgh,hkgh.dra.ipx.telstra-global.3gppnetwork.org,"202.127.65.94,202.127.65.126",,,VoiceNOC@team.telstra.com;TI.VoiceNOC@team.telstra.com;Wajim.Hussain@team.telstra.com;Casey.Tan@team.telstra.com;Kandiah.Selvakkumar@team.telstra.com;KingTong.Chiu@team.telstra.com;Amadeus.Chu@team.telstra.com
dra.ipx.telstra-global.3gppnetwork.org,Telstra DSS Peer,telstra_hkgt,hkgt.dra.ipx.telstra-global.3gppnetwork.org,"202.127.65.30,202.127.65.62",,,VoiceNOC@team.telstra.com;TI.VoiceNOC@team.telstra.com;Wajim.Hussain@team.telstra.com;Casey.Tan@team.telstra.com;Kandiah.Selvakkumar@team.telstra.com;KingTong.Chiu@team.telstra.com;Amadeus.Chu@team.telstra.com
dra.ipx.telstra-global.3gppnetwork.org,Telstra DSS Peer,telstra_sydo,sydo.dra.ipx.telstra-global.3gppnetwork.org,"202.127.64.94,202.127.64.126",,,VoiceNOC@team.telstra.com;TI.VoiceNOC@team.telstra.com;Wajim.Hussain@team.telstra.com;Casey.Tan@team.telstra.com;Kandiah.Selvakkumar@team.telstra.com;KingTong.Chiu@team.telstra.com;Amadeus.Chu@team.telstra.com
dra.ipx.telstra-global.3gppnetwork.org,Telstra DSS Peer,telstra_sydp,sydp.dra.ipx.telstra-global.3gppnetwork.org,"202.127.64.30,202.127.64.62",,,VoiceNOC@team.telstra.com;TI.VoiceNOC@team.telstra.com;Wajim.Hussain@team.telstra.com;Casey.Tan@team.telstra.com;Kandiah.Selvakkumar@team.telstra.com;KingTong.Chiu@team.telstra.com;Amadeus.Chu@team.telstra.com
epc.mnc220.mcc302.3gppnetwork.org,Telus Mobility,Telus-barlowdea-1,abbrlw.tsa7.dsr.epc.mnc220.mcc302.3gppnetwork.org,96.1.168.166,YES,Active,NRC.tm@telus.com;NetworkOpsPlanning.tm@telus.com; CarrierRoamingTroubles-TM@telus.com;Adriana.Capraru@telus.com; Tony.Ovechkin@telus.com; Janvi.Modi@telus.com; Mohamud.Jama@telus.com
epc.mnc220.mcc302.3gppnetwork.org,Telus Mobility,Telus-barlowdea-2,abbrlw.tsa8.dsr.epc.mnc220.mcc302.3gppnetwork.org,,YES,Active,NRC.tm@telus.com;NetworkOpsPlanning.tm@telus.com; CarrierRoamingTroubles-TM@telus.com;Adriana.Capraru@telus.com; Tony.Ovechkin@telus.com; Janvi.Modi@telus.com; Mohamud.Jama@telus.com
epc.mnc220.mcc302.3gppnetwork.org,Telus Mobility,Telus-gilmoredea-1,bcglmr.tsa7.dsr.epc.mnc220.mcc302.3gppnetwork.org,96.1.168.230,YES,Active,NRC.tm@telus.com;NetworkOpsPlanning.tm@telus.com; CarrierRoamingTroubles-TM@telus.com;Adriana.Capraru@telus.com; Tony.Ovechkin@telus.com; Janvi.Modi@telus.com; Mohamud.Jama@telus.com
epc.mnc220.mcc302.3gppnetwork.org,Telus Mobility,Telus-gilmoredea-2,bcglmr.tsa8.dsr.epc.mnc220.mcc302.3gppnetwork.org,96.1.168.231,YES,Active,NRC.tm@telus.com;NetworkOpsPlanning.tm@telus.com; CarrierRoamingTroubles-TM@telus.com;Adriana.Capraru@telus.com; Tony.Ovechkin@telus.com; Janvi.Modi@telus.com; Mohamud.Jama@telus.com
epc.mnc220.mcc302.3gppnetwork.org,Telus Mobility,Telus-hooddea-1,onhood.tsa7.dsr.epc.mnc220.mcc302.3gppnetwork.org,96.1.168.101,YES,Active,NRC.tm@telus.com;NetworkOpsPlanning.tm@telus.com; CarrierRoamingTroubles-TM@telus.com;Adriana.Capraru@telus.com; Tony.Ovechkin@telus.com; Janvi.Modi@telus.com; Mohamud.Jama@telus.com
